"metric","Country.Name","Country.Code","value"
"Population ages 65 and above (% of total population)","Samoa","WSM",4.800411974
"Population ages 65 and above (% of total population)","San Marino","SMR",NA
"Population ages 65 and above (% of total population)","Sao Tome and Principe","STP",2.925678109
"Population ages 65 and above (% of total population)","Saudi Arabia","SAU",3.314088023
"Population ages 65 and above (% of total population)","Senegal","SEN",3.086823701
"Population ages 65 and above (% of total population)","Serbia","SRB",18.34579269
"Population ages 65 and above (% of total population)","Seychelles","SYC",7.594545604
"Population ages 65 and above (% of total population)","Sierra Leone","SLE",2.966556211
"Population ages 65 and above (% of total population)","Singapore","SGP",11.46338019
"Population ages 65 and above (% of total population)","Sint Maarten (Dutch part)","SXM",NA
"Population ages 65 and above (% of total population)","Slovak Republic","SVK",15.6292465
"Population ages 65 and above (% of total population)","Slovenia","SVN",19.60687965
"Population ages 65 and above (% of total population)","Solomon Islands","SLB",3.598950459
"Population ages 65 and above (% of total population)","Somalia","SOM",2.873310943
"Population ages 65 and above (% of total population)","South Africa","ZAF",5.318005005
"Population ages 65 and above (% of total population)","South Sudan","SSD",3.39848288
"Population ages 65 and above (% of total population)","Spain","ESP",19.37850752
"Population ages 65 and above (% of total population)","Sri Lanka","LKA",10.47321975
"Population ages 65 and above (% of total population)","St. Kitts and Nevis","KNA",NA
"Population ages 65 and above (% of total population)","St. Lucia","LCA",9.806530356
"Population ages 65 and above (% of total population)","St. Martin (French part)","MAF",NA
"Population ages 65 and above (% of total population)","St. Vincent and the Grenadines","VCT",9.589786863
"Population ages 65 and above (% of total population)","Sudan","SDN",3.581160528
"Population ages 65 and above (% of total population)","Suriname","SUR",6.906369902
"Population ages 65 and above (% of total population)","Eswatini","SWZ",4.014587941
"Population ages 65 and above (% of total population)","Sweden","SWE",20.09552493
"Population ages 65 and above (% of total population)","Switzerland","CHE",18.62321656
"Population ages 65 and above (% of total population)","Syrian Arab Republic","SYR",4.503124421
"Population ages 65 and above (% of total population)","Tajikistan","TJK",3.021887552
"Population ages 65 and above (% of total population)","Tanzania","TZA",2.601299178
"Population ages 65 and above (% of total population)","Thailand","THA",11.90089314
"Population ages 65 and above (% of total population)","Timor-Leste","TLS",4.316492294
"Population ages 65 and above (% of total population)","Togo","TGO",2.869468011
"Population ages 65 and above (% of total population)","Tonga","TON",5.953661444
"Population ages 65 and above (% of total population)","Trinidad and Tobago","TTO",10.73495352
"Population ages 65 and above (% of total population)","Tunisia","TUN",8.315679079
"Population ages 65 and above (% of total population)","Turkey","TUR",8.48321294
"Population ages 65 and above (% of total population)","Turkmenistan","TKM",4.426634462
"Population ages 65 and above (% of total population)","Turks and Caicos Islands","TCA",NA
"Population ages 65 and above (% of total population)","Tuvalu","TUV",NA
"Population ages 65 and above (% of total population)","Uganda","UGA",1.94098692
"Population ages 65 and above (% of total population)","Ukraine","UKR",16.43468644
"Population ages 65 and above (% of total population)","United Arab Emirates","ARE",1.085000985
"Population ages 65 and above (% of total population)","United Kingdom","GBR",18.39586567
"Population ages 65 and above (% of total population)","United States","USA",15.80765406
"Population ages 65 and above (% of total population)","Uruguay","URY",14.81451953
"Population ages 65 and above (% of total population)","Uzbekistan","UZB",4.419137878
"Population ages 65 and above (% of total population)","Vanuatu","VUT",3.640153068
"Population ages 65 and above (% of total population)","Venezuela, RB","VEN",7.26698662
"Population ages 65 and above (% of total population)","Vietnam","VNM",7.274978298
"Population ages 65 and above (% of total population)","Virgin Islands (U.S.)","VIR",19.28830722
"Population ages 65 and above (% of total population)","West Bank and Gaza","PSE",3.133305737
"Population ages 65 and above (% of total population)","Yemen, Rep.","YEM",2.876269756
"Population ages 65 and above (% of total population)","Zambia","ZMB",2.099678026
"Population ages 65 and above (% of total population)","Zimbabwe","ZWE",2.939523653
"Population density (people per sq. km of land area)","Afghanistan","AFG",56.93776001
"Population density (people per sq. km of land area)","Albania","ALB",104.6122628
"Population density (people per sq. km of land area)","Algeria","DZA",17.73007507
"Population density (people per sq. km of land area)","American Samoa","ASM",277.325
"Population density (people per sq. km of land area)","Andorra","AND",163.8425532
"Population density (people per sq. km of land area)","Angola","AGO",24.71305206
"Population density (people per sq. km of land area)","Antigua and Barbuda","ATG",218.8318182
"Population density (people per sq. km of land area)","Argentina","ARG",16.2585101
"Population density (people per sq. km of land area)","Armenia","ARM",103.6802248
"Population density (people per sq. km of land area)","Aruba","ABW",588.0277778
"Population density (people per sq. km of land area)","Australia","AUS",3.249129487
"Population density (people per sq. km of land area)","Austria","AUT",107.2069267
"Population density (people per sq. km of land area)","Azerbaijan","AZE",120.2653199
"Population density (people per sq. km of land area)","Bahamas, The","BHS",38.52547453
"Population density (people per sq. km of land area)","Bahrain","BHR",2017.2737
"Population density (people per sq. km of land area)","Bangladesh","BGD",1239.579312
"Population density (people per sq. km of land area)","Barbados","BRB",666.6069767
"Population density (people per sq. km of land area)","Belarus","BLR",46.7287999
"Population density (people per sq. km of land area)","Belgium","BEL",377.2149273
"Population density (people per sq. km of land area)","Belize","BLZ",16.79399386
"Population density (people per sq. km of land area)","Benin","BEN",101.8539198
"Population density (people per sq. km of land area)","Bermuda","BMU",1184.592572
"Population density (people per sq. km of land area)","Bhutan","BTN",19.77752777
"Population density (people per sq. km of land area)","Bolivia","BOL",10.48014585
"Population density (people per sq. km of land area)","Bosnia and Herzegovina","BIH",64.92048828
"Population density (people per sq. km of land area)","Botswana","BWA",3.977424876
"Population density (people per sq. km of land area)","Brazil","BRA",25.06171624
"Population density (people per sq. km of land area)","British Virgin Islands","VGB",198.68
"Population density (people per sq. km of land area)","Brunei Darussalam","BRN",81.39696395
"Population density (people per sq. km of land area)","Bulgaria","BGR",64.70353721
"Population density (people per sq. km of land area)","Burkina Faso","BFA",72.19128289
"Population density (people per sq. km of land area)","Burundi","BDI",435.178271
"Population density (people per sq. km of land area)","Cabo Verde","CPV",134.9297767
"Population density (people per sq. km of land area)","Cambodia","KHM",92.05641287
"Population density (people per sq. km of land area)","Cameroon","CMR",53.34398891
"Population density (people per sq. km of land area)","Canada","CAN",4.075308214
"Population density (people per sq. km of land area)","Cayman Islands","CYM",267.3916667
"Population density (people per sq. km of land area)","Central African Republic","CAF",7.490412212
"Population density (people per sq. km of land area)","Chad","TCD",12.29173364
"Population density (people per sq. km of land area)","Channel Islands","CHI",861.1060938
"Population density (people per sq. km of land area)","Chile","CHL",25.18944607
"Population density (people per sq. km of land area)","China","CHN",148.3488333
"Population density (people per sq. km of land area)","Colombia","COL",44.74870212
"Population density (people per sq. km of land area)","Comoros","COM",447.2444775
"Population density (people per sq. km of land area)","Congo, Dem. Rep.","COD",37.08259236
"Population density (people per sq. km of land area)","Congo, Rep.","COG",15.35684627
"Population density (people per sq. km of land area)","Costa Rica","CRI",97.91306306
"Population density (people per sq. km of land area)","Cote d'Ivoire","CIV",78.83405346
"Population density (people per sq. km of land area)","Croatia","HRV",73.077198
"Population density (people per sq. km of land area)","Cuba","CUB",108.9995962
"Population density (people per sq. km of land area)","Curacao","CUW",360.7545045
"Population density (people per sq. km of land area)","Cyprus","CYP",128.7083333
"Population density (people per sq. km of land area)","Czech Republic","CZE",137.6028879
"Population density (people per sq. km of land area)","Denmark","DNK",138.0673017
"Population density (people per sq. km of land area)","Djibouti","DJI",41.36842105
"Population density (people per sq. km of land area)","Dominica","DMA",95.5
"Population density (people per sq. km of land area)","Dominican Republic","DOM",219.9785759
"Population density (people per sq. km of land area)","Ecuador","ECU",68.78868175
"Population density (people per sq. km of land area)","Egypt, Arab Rep.","EGY",98.87346929
"Population density (people per sq. km of land area)","El Salvador","SLV",309.8814672
"Population density (people per sq. km of land area)","Equatorial Guinea","GNQ",46.66573975
"Population density (people per sq. km of land area)","Eritrea","ERI",NA
"Population density (people per sq. km of land area)","Estonia","EST",30.38610536
"Population density (people per sq. km of land area)","Ethiopia","ETH",109.224559
"Population density (people per sq. km of land area)","Faroe Islands","FRO",34.73996983
"Population density (people per sq. km of land area)","Fiji","FJI",48.35703339
"Population density (people per sq. km of land area)","Finland","FIN",18.15685565
"Population density (people per sq. km of land area)","France","FRA",122.3383957
"Population density (people per sq. km of land area)","French Polynesia","PYF",75.86857923
"Population density (people per sq. km of land area)","Gabon","GAB",8.224764233
"Population density (people per sq. km of land area)","Gambia, The","GMB",225.3065217
"Population density (people per sq. km of land area)","Georgia","GEO",65.27520207
"Population density (people per sq. km of land area)","Germany","DEU",237.3709698
"Population density (people per sq. km of land area)","Ghana","GHA",130.8214292
"Population density (people per sq. km of land area)","Gibraltar","GIB",3371.8
"Population density (people per sq. km of land area)","Greece","GRC",83.22473235
"Population density (people per sq. km of land area)","Greenland","GRL",0.136496528
"Population density (people per sq. km of land area)","Grenada","GRD",327.8058824
"Population density (people per sq. km of land area)","Guam","GUM",306.9777778
"Population density (people per sq. km of land area)","Guatemala","GTM",160.9537794
"Population density (people per sq. km of land area)","Guinea","GIN",50.52221227
"Population density (people per sq. km of land area)","Guinea-Bissau","GNB",66.65394737
"Population density (people per sq. km of land area)","Guyana","GUY",3.957348235
"Population density (people per sq. km of land area)","Haiti","HTI",403.5985486
"Population density (people per sq. km of land area)","Honduras","HND",85.68703191
"Population density (people per sq. km of land area)","Hong Kong SAR, China","HKG",7096.190476
"Population density (people per sq. km of land area)","Hungary","HUN",107.9066055
"Population density (people per sq. km of land area)","Iceland","ISL",3.526922693
"Population density (people per sq. km of land area)","India","IND",454.9380726
"Population density (people per sq. km of land area)","Indonesia","IDN",147.7521901
"Population density (people per sq. km of land area)","Iran, Islamic Rep.","IRN",50.22242012
"Population density (people per sq. km of land area)","Iraq","IRQ",88.53057004
"Population density (people per sq. km of land area)","Ireland","IRL",70.45298302
"Population density (people per sq. km of land area)","Isle of Man","IMN",147.5035088
"Population density (people per sq. km of land area)","Israel","ISR",410.5268022
"Population density (people per sq. km of land area)","Italy","ITA",205.4507479
"Population density (people per sq. km of land area)","Jamaica","JAM",270.9930748
"Population density (people per sq. km of land area)","Japan","JPN",347.0734584
"Population density (people per sq. km of land area)","Jordan","JOR",112.1424983
"Population density (people per sq. km of land area)","Kazakhstan","KAZ",6.769825907
"Population density (people per sq. km of land area)","Kenya","KEN",90.29941666
"Population density (people per sq. km of land area)","Kiribati","KIR",143.0209877
"Population density (people per sq. km of land area)","Korea, Dem. People’s Rep.","PRK",212.1901752
"Population density (people per sq. km of land area)","Korea, Rep.","KOR",529.6521036
"Population density (people per sq. km of land area)","Kosovo","XKX",168.1546799
"Population density (people per sq. km of land area)","Kuwait","KWT",232.1722222
"Population density (people per sq. km of land area)","Kyrgyz Republic","KGZ",32.92909281
"Population density (people per sq. km of land area)","Lao PDR","LAO",30.59578423
"Population density (people per sq. km of land area)","Latvia","LVA",30.98330653
"Population density (people per sq. km of land area)","Lebanon","LBN",669.4941349
"Population density (people per sq. km of land area)","Lesotho","LSO",69.43781291
"Population density (people per sq. km of land area)","Liberia","LBR",50.03090739
"Population density (people per sq. km of land area)","Libya","LBY",3.795632381
"Population density (people per sq. km of land area)","Liechtenstein","LIE",236.9375
"Population density (people per sq. km of land area)","Lithuania","LTU",44.53135138
"Population density (people per sq. km of land area)","Luxembourg","LUX",250.0938272
"Population density (people per sq. km of land area)","Macao SAR, China","MAC",20777.50026
"Population density (people per sq. km of land area)","North Macedonia","MKD",82.59151467
"Population density (people per sq. km of land area)","Madagascar","MDG",45.13985562
"Population density (people per sq. km of land area)","Malawi","MWI",192.4407616
"Population density (people per sq. km of land area)","Malaysia","MYS",95.96282149
"Population density (people per sq. km of land area)","Maldives","MDV",1718.986667
"Population density (people per sq. km of land area)","Mali","MLI",15.63501586
"Population density (people per sq. km of land area)","Malta","MLT",1511.03125
"Population density (people per sq. km of land area)","Marshall Islands","MHL",324.5166667
"Population density (people per sq. km of land area)","Mauritania","MRT",4.272163578
"Population density (people per sq. km of land area)","Mauritius","MUS",623.3019704
"Population density (people per sq. km of land area)","Mexico","MEX",64.91462641
"Population density (people per sq. km of land area)","Micronesia, Fed. Sts.","FSM",160.9142857
"Population density (people per sq. km of land area)","Moldova","MDA",123.5198035
"Population density (people per sq. km of land area)","Monaco","MCO",19196
"Population density (people per sq. km of land area)","Mongolia","MNG",2.040608667
"Population density (people per sq. km of land area)","Montenegro","MNE",46.27100372
"Population density (people per sq. km of land area)","Morocco","MAR",80.72851893
"Population density (people per sq. km of land area)","Mozambique","MOZ",37.50853531
"Population density (people per sq. km of land area)","Myanmar","MMR",82.23861548
"Population density (people per sq. km of land area)","Namibia","NAM",2.973745582
"Population density (people per sq. km of land area)","Nauru","NRU",635.2
"Population density (people per sq. km of land area)","Nepal","NPL",195.9391071
"Population density (people per sq. km of land area)","Netherlands","NLD",511.4579104
"Population density (people per sq. km of land area)","New Caledonia","NCL",15.53938731
"Population density (people per sq. km of land area)","New Zealand","NZL",18.55417569
"Population density (people per sq. km of land area)","Nicaragua","NIC",53.72704836
"Population density (people per sq. km of land area)","Niger","NER",17.71765059
"Population density (people per sq. km of land area)","Nigeria","NGA",215.064989
"Population density (people per sq. km of land area)","Northern Mariana Islands","MNP",123.6565217
"Population density (people per sq. km of land area)","Norway","NOR",14.55491954
"Population density (people per sq. km of land area)","Oman","OMN",15.6041454
"Population density (people per sq. km of land area)","Pakistan","PAK",275.2893187
"Population density (people per sq. km of land area)","Palau","PLW",38.92826087
"Population density (people per sq. km of land area)","Panama","PAN",56.18607748
"Population density (people per sq. km of land area)","Papua New Guinea","PNG",19.00436338
"Population density (people per sq. km of land area)","Paraguay","PRY",17.50835892
"Population density (people per sq. km of land area)","Peru","PER",24.99160625
"Population density (people per sq. km of land area)","Philippines","PHL",357.6883053
"Population density (people per sq. km of land area)","Poland","POL",124.0358862
"Population density (people per sq. km of land area)","Portugal","PRT",112.2394535
"Population density (people per sq. km of land area)","Puerto Rico","PRI",360.2201804
"Population density (people per sq. km of land area)","Qatar","QAT",239.5931955
"Population density (people per sq. km of land area)","Romania","ROU",84.63984701
"Population density (people per sq. km of land area)","Russian Federation","RUS",8.822079555
"Population density (people per sq. km of land area)","Rwanda","RWA",498.6598703
"Population density (people per sq. km of land area)","Samoa","WSM",69.30388693
"Population density (people per sq. km of land area)","San Marino","SMR",563.0833333
"Population density (people per sq. km of land area)","Sao Tome and Principe","STP",219.8208333
"Population density (people per sq. km of land area)","Saudi Arabia","SAU",15.67665431
"Population density (people per sq. km of land area)","Senegal","SEN",82.34747832
"Population density (people per sq. km of land area)","Serbia","SRB",79.83174022
"Population density (people per sq. km of land area)","Seychelles","SYC",210.3521739
"Population density (people per sq. km of land area)","Sierra Leone","SLE",105.987171
"Population density (people per sq. km of land area)","Singapore","SGP",7952.998418
"Population density (people per sq. km of land area)","Sint Maarten (Dutch part)","SXM",1193.352941
"Population density (people per sq. km of land area)","Slovak Republic","SVK",113.2905782
"Population density (people per sq. km of land area)","Slovenia","SVN",102.6398595
"Population density (people per sq. km of land area)","Solomon Islands","SLB",23.32468739
"Population density (people per sq. km of land area)","Somalia","SOM",23.9234769
"Population density (people per sq. km of land area)","South Africa","ZAF",47.63011978
"Population density (people per sq. km of land area)","South Sudan","SSD",NA
"Population density (people per sq. km of land area)","Spain","ESP",93.52905826
"Population density (people per sq. km of land area)","Sri Lanka","LKA",345.558922
"Population density (people per sq. km of land area)","St. Kitts and Nevis","KNA",201.6961538
"Population density (people per sq. km of land area)","St. Lucia","LCA",298.1786885
"Population density (people per sq. km of land area)","St. Martin (French part)","MAF",672.0588235
"Population density (people per sq. km of land area)","St. Vincent and the Grenadines","VCT",282.5897436
"Population density (people per sq. km of land area)","Sudan","SDN",NA
"Population density (people per sq. km of land area)","Suriname","SUR",3.69225
"Population density (people per sq. km of land area)","Eswatini","SWZ",66.05761628
"Population density (people per sq. km of land area)","Sweden","SWE",25.00104343
"Population density (people per sq. km of land area)","Switzerland","CHE",215.5213784
"Population density (people per sq. km of land area)","Syrian Arab Republic","SYR",92.06710777
"Population density (people per sq. km of land area)","Tajikistan","TJK",65.57271417
"Population density (people per sq. km of land area)","Tanzania","TZA",63.5790788
"Population density (people per sq. km of land area)","Thailand","THA",135.8972068
"Population density (people per sq. km of land area)","Timor-Leste","TLS",85.27047747
"Population density (people per sq. km of land area)","Togo","TGO",145.0467733
"Population density (people per sq. km of land area)","Tonga","TON",143.3291667
"Population density (people per sq. km of land area)","Trinidad and Tobago","TTO",270.9274854
"Population density (people per sq. km of land area)","Tunisia","TUN",74.44132338
"Population density (people per sq. km of land area)","Turkey","TUR",106.9601289
"Population density (people per sq. km of land area)","Turkmenistan","TKM",12.45059477
"Population density (people per sq. km of land area)","Turks and Caicos Islands","TCA",39.64736842
"Population density (people per sq. km of land area)","Tuvalu","TUV",383.6
"Population density (people per sq. km of land area)","Uganda","UGA",213.0617345
"Population density (people per sq. km of land area)","Ukraine","UKR",77.02966735
"Population density (people per sq. km of land area)","United Arab Emirates","ARE",135.6091101
"Population density (people per sq. km of land area)","United Kingdom","GBR",274.8273922
"Population density (people per sq. km of land area)","United States","USA",35.76608858
"Population density (people per sq. km of land area)","Uruguay","URY",19.70802765
"Population density (people per sq. km of land area)","Uzbekistan","UZB",77.46920545
"Population density (people per sq. km of land area)","Vanuatu","VUT",24.00984413
"Population density (people per sq. km of land area)","Venezuela, RB","VEN",32.73079191
"Population density (people per sq. km of land area)","Vietnam","VNM",308.1252459
"Population density (people per sq. km of land area)","Virgin Islands (U.S.)","VIR",305.6485714
"Population density (people per sq. km of land area)","West Bank and Gaza","PSE",758.9845515
"Population density (people per sq. km of land area)","Yemen, Rep.","YEM",53.97785291
"Population density (people per sq. km of land area)","Zambia","ZMB",23.3414789
"Population density (people per sq. km of land area)","Zimbabwe","ZWE",37.32459093
"Population in urban agglomerations of more than 1 million (% of total population)","Afghanistan","AFG",10.79233924
"Population in urban agglomerations of more than 1 million (% of total population)","Albania","ALB",NA
"Population in urban agglomerations of more than 1 million (% of total population)","Algeria","DZA",6.378503922
"Population in urban agglomerations of more than 1 million (% of total population)","American Samoa","ASM",NA
"Population in urban agglomerations of more than 1 million (% of total population)","Andorra","AND",NA
"Population in urban agglomerations of more than 1 million (% of total population)","Angola","AGO",25.23291157
"Population in urban agglomerations of more than 1 million (% of total population)","Antigua and Barbuda","ATG",NA
"Population in urban agglomerations of more than 1 million (% of total population)","Argentina","ARG",43.00810244
"Population in urban agglomerations of more than 1 million (% of total population)","Armenia","ARM",36.59911863
"Population in urban agglomerations of more than 1 million (% of total population)","Aruba","ABW",NA
"Population in urban agglomerations of more than 1 million (% of total population)","Australia","AUS",60.86803136
"Population in urban agglomerations of more than 1 million (% of total population)","Austria","AUT",21.48229967
"Population in urban agglomerations of more than 1 million (% of total population)","Azerbaijan","AZE",22.98986335
"Population in urban agglomerations of more than 1 million (% of total population)","Bahamas, The","BHS",NA
"Population in urban agglomerations of more than 1 million (% of total population)","Bahrain","BHR",NA
"Population in urban agglomerations of more than 1 million (% of total population)","Bangladesh","BGD",15.11809917
"Population in urban agglomerations of more than 1 million (% of total population)","Barbados","BRB",NA
"Population in urban agglomerations of more than 1 million (% of total population)","Belarus","BLR",21.13432179
"Population in urban agglomerations of more than 1 million (% of total population)","Belgium","BEL",26.98039444
"Population in urban agglomerations of more than 1 million (% of total population)","Belize","BLZ",NA
"Population in urban agglomerations of more than 1 million (% of total population)","Benin","BEN",NA
"Population in urban agglomerations of more than 1 million (% of total population)","Bermuda","BMU",NA
"Population in urban agglomerations of more than 1 million (% of total population)","Bhutan","BTN",NA
"Population in urban agglomerations of more than 1 million (% of total population)","Bolivia","BOL",41.33561441
"Population in urban agglomerations of more than 1 million (% of total population)","Bosnia and Herzegovina","BIH",NA
"Population in urban agglomerations of more than 1 million (% of total population)","Botswana","BWA",NA
"Population in urban agglomerations of more than 1 million (% of total population)","Brazil","BRA",41.94619315
"Population in urban agglomerations of more than 1 million (% of total population)","British Virgin Islands","VGB",NA
"Population in urban agglomerations of more than 1 million (% of total population)","Brunei Darussalam","BRN",NA
"Population in urban agglomerations of more than 1 million (% of total population)","Bulgaria","BGR",18.11473337
"Population in urban agglomerations of more than 1 million (% of total population)","Burkina Faso","BFA",12.8161229
"Population in urban agglomerations of more than 1 million (% of total population)","Burundi","BDI",NA
"Population in urban agglomerations of more than 1 million (% of total population)","Cabo Verde","CPV",NA
"Population in urban agglomerations of more than 1 million (% of total population)","Cambodia","KHM",12.01448166
"Population in urban agglomerations of more than 1 million (% of total population)","Cameroon","CMR",28.02860316
"Population in urban agglomerations of more than 1 million (% of total population)","Canada","CAN",45.9325269
"Population in urban agglomerations of more than 1 million (% of total population)","Cayman Islands","CYM",NA
"Population in urban agglomerations of more than 1 million (% of total population)","Central African Republic","CAF",NA
"Population in urban agglomerations of more than 1 million (% of total population)","Chad","TCD",8.545679537
"Population in urban agglomerations of more than 1 million (% of total population)","Channel Islands","CHI",NA
"Population in urban agglomerations of more than 1 million (% of total population)","Chile","CHL",35.66828945
"Population in urban agglomerations of more than 1 million (% of total population)","China","CHN",27.88756177
"Population in urban agglomerations of more than 1 million (% of total population)","Colombia","COL",43.89680009
"Population in urban agglomerations of more than 1 million (% of total population)","Comoros","COM",NA
"Population in urban agglomerations of more than 1 million (% of total population)","Congo, Dem. Rep.","COD",24.09900565
"Population in urban agglomerations of more than 1 million (% of total population)","Congo, Rep.","COG",64.20802679
"Population in urban agglomerations of more than 1 million (% of total population)","Costa Rica","CRI",27.15793626
"Population in urban agglomerations of more than 1 million (% of total population)","Cote d'Ivoire","CIV",19.62874885
"Population in urban agglomerations of more than 1 million (% of total population)","Croatia","HRV",NA
"Population in urban agglomerations of more than 1 million (% of total population)","Cuba","CUB",18.84319983
"Population in urban agglomerations of more than 1 million (% of total population)","Curacao","CUW",NA
"Population in urban agglomerations of more than 1 million (% of total population)","Cyprus","CYP",NA
"Population in urban agglomerations of more than 1 million (% of total population)","Czech Republic","CZE",12.15498845
"Population in urban agglomerations of more than 1 million (% of total population)","Denmark","DNK",22.7828944
"Population in urban agglomerations of more than 1 million (% of total population)","Djibouti","DJI",NA
"Population in urban agglomerations of more than 1 million (% of total population)","Dominica","DMA",NA
"Population in urban agglomerations of more than 1 million (% of total population)","Dominican Republic","DOM",29.84946597
"Population in urban agglomerations of more than 1 million (% of total population)","Ecuador","ECU",27.63459579
"Population in urban agglomerations of more than 1 million (% of total population)","Egypt, Arab Rep.","EGY",25.56525394
"Population in urban agglomerations of more than 1 million (% of total population)","El Salvador","SLV",17.23628913
"Population in urban agglomerations of more than 1 million (% of total population)","Equatorial Guinea","GNQ",NA
"Population in urban agglomerations of more than 1 million (% of total population)","Eritrea","ERI",NA
"Population in urban agglomerations of more than 1 million (% of total population)","Estonia","EST",NA
"Population in urban agglomerations of more than 1 million (% of total population)","Ethiopia","ETH",4.028099578
"Population in urban agglomerations of more than 1 million (% of total population)","Faroe Islands","FRO",NA
"Population in urban agglomerations of more than 1 million (% of total population)","Fiji","FJI",NA
"Population in urban agglomerations of more than 1 million (% of total population)","Finland","FIN",23.18021765
"Population in urban agglomerations of more than 1 million (% of total population)","France","FRA",22.75708342
"Population in urban agglomerations of more than 1 million (% of total population)","French Polynesia","PYF",NA
"Population in urban agglomerations of more than 1 million (% of total population)","Gabon","GAB",NA
"Population in urban agglomerations of more than 1 million (% of total population)","Gambia, The","GMB",NA
"Population in urban agglomerations of more than 1 million (% of total population)","Georgia","GEO",28.87518092
"Population in urban agglomerations of more than 1 million (% of total population)","Germany","DEU",9.580472787
"Population in urban agglomerations of more than 1 million (% of total population)","Ghana","GHA",18.49056684
"Population in urban agglomerations of more than 1 million (% of total population)","Gibraltar","GIB",NA
"Population in urban agglomerations of more than 1 million (% of total population)","Greece","GRC",29.41552628
"Population in urban agglomerations of more than 1 million (% of total population)","Greenland","GRL",NA
"Population in urban agglomerations of more than 1 million (% of total population)","Grenada","GRD",NA
"Population in urban agglomerations of more than 1 million (% of total population)","Guam","GUM",NA
"Population in urban agglomerations of more than 1 million (% of total population)","Guatemala","GTM",16.53024063
"Population in urban agglomerations of more than 1 million (% of total population)","Guinea","GIN",14.84673584
"Population in urban agglomerations of more than 1 million (% of total population)","Guinea-Bissau","GNB",NA
"Population in urban agglomerations of more than 1 million (% of total population)","Guyana","GUY",NA
"Population in urban agglomerations of more than 1 million (% of total population)","Haiti","HTI",23.70512702
"Population in urban agglomerations of more than 1 million (% of total population)","Honduras","HND",14.21682266
"Population in urban agglomerations of more than 1 million (% of total population)","Hong Kong SAR, China","HKG",99.70322104
"Population in urban agglomerations of more than 1 million (% of total population)","Hungary","HUN",18.01142107
"Population in urban agglomerations of more than 1 million (% of total population)","Iceland","ISL",NA
"Population in urban agglomerations of more than 1 million (% of total population)","India","IND",15.43508062
"Population in urban agglomerations of more than 1 million (% of total population)","Indonesia","IDN",13.38340741
"Population in urban agglomerations of more than 1 million (% of total population)","Iran, Islamic Rep.","IRN",25.98872138
"Population in urban agglomerations of more than 1 million (% of total population)","Iraq","IRQ",25.07746607
"Population in urban agglomerations of more than 1 million (% of total population)","Ireland","IRL",24.75377593
"Population in urban agglomerations of more than 1 million (% of total population)","Isle of Man","IMN",NA
"Population in urban agglomerations of more than 1 million (% of total population)","Israel","ISR",57.92363628
"Population in urban agglomerations of more than 1 million (% of total population)","Italy","ITA",18.74120065
"Population in urban agglomerations of more than 1 million (% of total population)","Jamaica","JAM",NA
"Population in urban agglomerations of more than 1 million (% of total population)","Japan","JPN",64.62804209
"Population in urban agglomerations of more than 1 million (% of total population)","Jordan","JOR",20.73704017
"Population in urban agglomerations of more than 1 million (% of total population)","Kazakhstan","KAZ",15.85160265
"Population in urban agglomerations of more than 1 million (% of total population)","Kenya","KEN",10.89599734
"Population in urban agglomerations of more than 1 million (% of total population)","Kiribati","KIR",NA
"Population in urban agglomerations of more than 1 million (% of total population)","Korea, Dem. People’s Rep.","PRK",11.88995507
"Population in urban agglomerations of more than 1 million (% of total population)","Korea, Rep.","KOR",50.14615789
"Population in urban agglomerations of more than 1 million (% of total population)","Kosovo","XKX",NA
"Population in urban agglomerations of more than 1 million (% of total population)","Kuwait","KWT",72.25155288
"Population in urban agglomerations of more than 1 million (% of total population)","Kyrgyz Republic","KGZ",NA
"Population in urban agglomerations of more than 1 million (% of total population)","Lao PDR","LAO",NA
"Population in urban agglomerations of more than 1 million (% of total population)","Latvia","LVA",NA
"Population in urban agglomerations of more than 1 million (% of total population)","Lebanon","LBN",34.82693999
"Population in urban agglomerations of more than 1 million (% of total population)","Lesotho","LSO",NA
"Population in urban agglomerations of more than 1 million (% of total population)","Liberia","LBR",29.43155778
"Population in urban agglomerations of more than 1 million (% of total population)","Libya","LBY",17.33524572
"Population in urban agglomerations of more than 1 million (% of total population)","Liechtenstein","LIE",NA
"Population in urban agglomerations of more than 1 million (% of total population)","Lithuania","LTU",NA
"Population in urban agglomerations of more than 1 million (% of total population)","Luxembourg","LUX",NA
"Population in urban agglomerations of more than 1 million (% of total population)","Macao SAR, China","MAC",NA
"Population in urban agglomerations of more than 1 million (% of total population)","North Macedonia","MKD",NA
"Population in urban agglomerations of more than 1 million (% of total population)","Madagascar","MDG",11.64551117
"Population in urban agglomerations of more than 1 million (% of total population)","Malawi","MWI",5.675032374
"Population in urban agglomerations of more than 1 million (% of total population)","Malaysia","MYS",23.99064849
"Population in urban agglomerations of more than 1 million (% of total population)","Maldives","MDV",NA
"Population in urban agglomerations of more than 1 million (% of total population)","Mali","MLI",12.82518481
"Population in urban agglomerations of more than 1 million (% of total population)","Malta","MLT",NA
"Population in urban agglomerations of more than 1 million (% of total population)","Marshall Islands","MHL",NA
"Population in urban agglomerations of more than 1 million (% of total population)","Mauritania","MRT",27.37512317
"Population in urban agglomerations of more than 1 million (% of total population)","Mauritius","MUS",NA
"Population in urban agglomerations of more than 1 million (% of total population)","Mexico","MEX",40.70904209
