"metric","Country.Name","Country.Code","value"
"Air transport, passengers carried","Fiji","FJI",1670216
"Air transport, passengers carried","Finland","FIN",13364839
"Air transport, passengers carried","France","FRA",70188028
"Air transport, passengers carried","French Polynesia","PYF",NA
"Air transport, passengers carried","Gabon","GAB",77320
"Air transport, passengers carried","Gambia, The","GMB",53735
"Air transport, passengers carried","Georgia","GEO",516034
"Air transport, passengers carried","Germany","DEU",109796202.2
"Air transport, passengers carried","Ghana","GHA",467438
"Air transport, passengers carried","Gibraltar","GIB",NA
"Air transport, passengers carried","Greece","GRC",15125933.52
"Air transport, passengers carried","Greenland","GRL",NA
"Air transport, passengers carried","Grenada","GRD",NA
"Air transport, passengers carried","Guam","GUM",NA
"Air transport, passengers carried","Guatemala","GTM",145795
"Air transport, passengers carried","Guinea","GIN",NA
"Air transport, passengers carried","Guinea-Bissau","GNB",NA
"Air transport, passengers carried","Guyana","GUY",26069
"Air transport, passengers carried","Haiti","HTI",NA
"Air transport, passengers carried","Honduras","HND",411989
"Air transport, passengers carried","Hong Kong SAR, China","HKG",47101822
"Air transport, passengers carried","Hungary","HUN",31226848
"Air transport, passengers carried","Iceland","ISL",7819740.56
"Air transport, passengers carried","India","IND",164035637.5
"Air transport, passengers carried","Indonesia","IDN",115154100.9
"Air transport, passengers carried","Iran, Islamic Rep.","IRN",25604871.41
"Air transport, passengers carried","Iraq","IRQ",2075065.8
"Air transport, passengers carried","Ireland","IRL",167598633
"Air transport, passengers carried","Isle of Man","IMN",NA
"Air transport, passengers carried","Israel","ISR",7404373
"Air transport, passengers carried","Italy","ITA",27630435.6
"Air transport, passengers carried","Jamaica","JAM",180951.272
"Air transport, passengers carried","Japan","JPN",126387527
"Air transport, passengers carried","Jordan","JOR",3383805
"Air transport, passengers carried","Kazakhstan","KAZ",7143797
"Air transport, passengers carried","Kenya","KEN",5935831.097
"Air transport, passengers carried","Kiribati","KIR",66567
"Air transport, passengers carried","Korea, Dem. People’s Rep.","PRK",103560
"Air transport, passengers carried","Korea, Rep.","KOR",88157579
"Air transport, passengers carried","Kosovo","XKX",NA
"Air transport, passengers carried","Kuwait","KWT",6464847
"Air transport, passengers carried","Kyrgyz Republic","KGZ",709198.9325
"Air transport, passengers carried","Lao PDR","LAO",1251961.786
"Air transport, passengers carried","Latvia","LVA",4058762
"Air transport, passengers carried","Lebanon","LBN",2981937
"Air transport, passengers carried","Lesotho","LSO",NA
"Air transport, passengers carried","Liberia","LBR",NA
"Air transport, passengers carried","Libya","LBY",927153.8807
"Air transport, passengers carried","Liechtenstein","LIE",NA
"Air transport, passengers carried","Lithuania","LTU",26031
"Air transport, passengers carried","Luxembourg","LUX",2099102
"Air transport, passengers carried","Macao SAR, China","MAC",3157724
"Air transport, passengers carried","North Macedonia","MKD",NA
"Air transport, passengers carried","Madagascar","MDG",541290
"Air transport, passengers carried","Malawi","MWI",10545
"Air transport, passengers carried","Malaysia","MYS",60481772
"Air transport, passengers carried","Maldives","MDV",1147247
"Air transport, passengers carried","Mali","MLI",NA
"Air transport, passengers carried","Malta","MLT",2576898
"Air transport, passengers carried","Marshall Islands","MHL",24313
"Air transport, passengers carried","Mauritania","MRT",454435.6972
"Air transport, passengers carried","Mauritius","MUS",1745291
"Air transport, passengers carried","Mexico","MEX",64569640
"Air transport, passengers carried","Micronesia, Fed. Sts.","FSM",NA
"Air transport, passengers carried","Moldova","MDA",1135999
"Air transport, passengers carried","Monaco","MCO",316
"Air transport, passengers carried","Mongolia","MNG",670360
"Air transport, passengers carried","Montenegro","MNE",565522
"Air transport, passengers carried","Morocco","MAR",8132917
"Air transport, passengers carried","Mozambique","MOZ",540124
"Air transport, passengers carried","Myanmar","MMR",3407788.433
"Air transport, passengers carried","Namibia","NAM",602893
"Air transport, passengers carried","Nauru","NRU",45457
"Air transport, passengers carried","Nepal","NPL",3296953
"Air transport, passengers carried","Netherlands","NLD",43996044.58
"Air transport, passengers carried","New Caledonia","NCL",NA
"Air transport, passengers carried","New Zealand","NZL",17249049.95
"Air transport, passengers carried","Nicaragua","NIC",NA
"Air transport, passengers carried","Niger","NER",14713
"Air transport, passengers carried","Nigeria","NGA",8169192.31
"Air transport, passengers carried","Northern Mariana Islands","MNP",NA
"Air transport, passengers carried","Norway","NOR",NA
"Air transport, passengers carried","Oman","OMN",10438241
"Air transport, passengers carried","Pakistan","PAK",6880637
"Air transport, passengers carried","Palau","PLW",NA
"Air transport, passengers carried","Panama","PAN",12939350
"Air transport, passengers carried","Papua New Guinea","PNG",964713
"Air transport, passengers carried","Paraguay","PRY",560631
"Air transport, passengers carried","Peru","PER",17758527.27
"Air transport, passengers carried","Philippines","PHL",43080118
"Air transport, passengers carried","Poland","POL",9277538
"Air transport, passengers carried","Portugal","PRT",17367956
"Air transport, passengers carried","Puerto Rico","PRI",NA
"Air transport, passengers carried","Qatar","QAT",29178923
"Air transport, passengers carried","Romania","ROU",4908235
"Air transport, passengers carried","Russian Federation","RUS",99327311
"Air transport, passengers carried","Rwanda","RWA",1073528
"Air transport, passengers carried","Samoa","WSM",137770
"Air transport, passengers carried","San Marino","SMR",NA
"Air transport, passengers carried","Sao Tome and Principe","STP",NA
"Air transport, passengers carried","Saudi Arabia","SAU",39141660
"Air transport, passengers carried","Senegal","SEN",21038
"Air transport, passengers carried","Serbia","SRB",2262703
"Air transport, passengers carried","Seychelles","SYC",455201
"Air transport, passengers carried","Sierra Leone","SLE",NA
"Air transport, passengers carried","Singapore","SGP",40401515
"Air transport, passengers carried","Sint Maarten (Dutch part)","SXM",NA
"Air transport, passengers carried","Slovak Republic","SVK",7925
"Air transport, passengers carried","Slovenia","SVN",1094762
"Air transport, passengers carried","Solomon Islands","SLB",427806
"Air transport, passengers carried","Somalia","SOM",4486
"Air transport, passengers carried","South Africa","ZAF",23921748.07
"Air transport, passengers carried","South Sudan","SSD",NA
"Air transport, passengers carried","Spain","ESP",80672105
"Air transport, passengers carried","Sri Lanka","LKA",5882376
"Air transport, passengers carried","St. Kitts and Nevis","KNA",NA
"Air transport, passengers carried","St. Lucia","LCA",NA
"Air transport, passengers carried","St. Martin (French part)","MAF",NA
"Air transport, passengers carried","St. Vincent and the Grenadines","VCT",NA
"Air transport, passengers carried","Sudan","SDN",269958.48
"Air transport, passengers carried","Suriname","SUR",272347
"Air transport, passengers carried","Eswatini","SWZ",NA
"Air transport, passengers carried","Sweden","SWE",NA
"Air transport, passengers carried","Switzerland","CHE",28857994
"Air transport, passengers carried","Syrian Arab Republic","SYR",17896.92117
"Air transport, passengers carried","Tajikistan","TJK",492320
"Air transport, passengers carried","Tanzania","TZA",1481557
"Air transport, passengers carried","Thailand","THA",76053042.75
"Air transport, passengers carried","Timor-Leste","TLS",NA
"Air transport, passengers carried","Togo","TGO",566295
"Air transport, passengers carried","Tonga","TON",NA
"Air transport, passengers carried","Trinidad and Tobago","TTO",2525130
"Air transport, passengers carried","Tunisia","TUN",4274199
"Air transport, passengers carried","Turkey","TUR",115595495.8
"Air transport, passengers carried","Turkmenistan","TKM",2457474
"Air transport, passengers carried","Turks and Caicos Islands","TCA",NA
"Air transport, passengers carried","Tuvalu","TUV",NA
"Air transport, passengers carried","Uganda","UGA",21537
"Air transport, passengers carried","Ukraine","UKR",7854842
"Air transport, passengers carried","United Arab Emirates","ARE",95533069
"Air transport, passengers carried","United Kingdom","GBR",165388610
"Air transport, passengers carried","United States","USA",889022000
"Air transport, passengers carried","Uruguay","URY",NA
"Air transport, passengers carried","Uzbekistan","UZB",3056558
"Air transport, passengers carried","Vanuatu","VUT",374603
"Air transport, passengers carried","Venezuela, RB","VEN",2137771
"Air transport, passengers carried","Vietnam","VNM",47049671
"Air transport, passengers carried","Virgin Islands (U.S.)","VIR",NA
"Air transport, passengers carried","West Bank and Gaza","PSE",NA
"Air transport, passengers carried","Yemen, Rep.","YEM",336310
"Air transport, passengers carried","Zambia","ZMB",8904
"Air transport, passengers carried","Zimbabwe","ZWE",282539
"Birth rate, crude (per 1,000 people)","Afghanistan","AFG",32.487
"Birth rate, crude (per 1,000 people)","Albania","ALB",11.78
"Birth rate, crude (per 1,000 people)","Algeria","DZA",24.282
"Birth rate, crude (per 1,000 people)","American Samoa","ASM",16.6
"Birth rate, crude (per 1,000 people)","Andorra","AND",7.2
"Birth rate, crude (per 1,000 people)","Angola","AGO",40.729
"Birth rate, crude (per 1,000 people)","Antigua and Barbuda","ATG",15.327
"Birth rate, crude (per 1,000 people)","Argentina","ARG",17.021
"Birth rate, crude (per 1,000 people)","Armenia","ARM",13.987
"Birth rate, crude (per 1,000 people)","Aruba","ABW",11.652
"Birth rate, crude (per 1,000 people)","Australia","AUS",12.6
"Birth rate, crude (per 1,000 people)","Austria","AUT",9.7
"Birth rate, crude (per 1,000 people)","Azerbaijan","AZE",14
"Birth rate, crude (per 1,000 people)","Bahamas, The","BHS",13.968
"Birth rate, crude (per 1,000 people)","Bahrain","BHR",13.99
"Birth rate, crude (per 1,000 people)","Bangladesh","BGD",18.184
"Birth rate, crude (per 1,000 people)","Barbados","BRB",10.648
"Birth rate, crude (per 1,000 people)","Belarus","BLR",9.9
"Birth rate, crude (per 1,000 people)","Belgium","BEL",10.3
"Birth rate, crude (per 1,000 people)","Belize","BLZ",20.786
"Birth rate, crude (per 1,000 people)","Benin","BEN",36.221
"Birth rate, crude (per 1,000 people)","Bermuda","BMU",8.2
"Birth rate, crude (per 1,000 people)","Bhutan","BTN",17.259
"Birth rate, crude (per 1,000 people)","Bolivia","BOL",21.75
"Birth rate, crude (per 1,000 people)","Bosnia and Herzegovina","BIH",8.111
"Birth rate, crude (per 1,000 people)","Botswana","BWA",24.821
"Birth rate, crude (per 1,000 people)","Brazil","BRA",13.924
"Birth rate, crude (per 1,000 people)","British Virgin Islands","VGB",NA
"Birth rate, crude (per 1,000 people)","Brunei Darussalam","BRN",14.896
"Birth rate, crude (per 1,000 people)","Bulgaria","BGR",8.9
"Birth rate, crude (per 1,000 people)","Burkina Faso","BFA",37.93
"Birth rate, crude (per 1,000 people)","Burundi","BDI",39.008
"Birth rate, crude (per 1,000 people)","Cabo Verde","CPV",19.49
"Birth rate, crude (per 1,000 people)","Cambodia","KHM",22.464
"Birth rate, crude (per 1,000 people)","Cameroon","CMR",35.386
"Birth rate, crude (per 1,000 people)","Canada","CAN",10.1
"Birth rate, crude (per 1,000 people)","Cayman Islands","CYM",9.9
"Birth rate, crude (per 1,000 people)","Central African Republic","CAF",35.348
"Birth rate, crude (per 1,000 people)","Chad","TCD",42.172
"Birth rate, crude (per 1,000 people)","Channel Islands","CHI",9.861
"Birth rate, crude (per 1,000 people)","Chile","CHL",12.428
"Birth rate, crude (per 1,000 people)","China","CHN",10.9
"Birth rate, crude (per 1,000 people)","Colombia","COL",14.882
"Birth rate, crude (per 1,000 people)","Comoros","COM",31.881
"Birth rate, crude (per 1,000 people)","Congo, Dem. Rep.","COD",41.183
"Birth rate, crude (per 1,000 people)","Congo, Rep.","COG",32.862
"Birth rate, crude (per 1,000 people)","Costa Rica","CRI",13.971
"Birth rate, crude (per 1,000 people)","Cote d'Ivoire","CIV",35.74
"Birth rate, crude (per 1,000 people)","Croatia","HRV",9
"Birth rate, crude (per 1,000 people)","Cuba","CUB",10.166
"Birth rate, crude (per 1,000 people)","Curacao","CUW",10.8
"Birth rate, crude (per 1,000 people)","Cyprus","CYP",10.462
"Birth rate, crude (per 1,000 people)","Czech Republic","CZE",10.7
"Birth rate, crude (per 1,000 people)","Denmark","DNK",10.6
"Birth rate, crude (per 1,000 people)","Djibouti","DJI",21.466
"Birth rate, crude (per 1,000 people)","Dominica","DMA",NA
"Birth rate, crude (per 1,000 people)","Dominican Republic","DOM",19.506
